asin,domain_id,market,title,detected_layout,expected_layout,is_mismatch,confidence,detection_layer,new_price,used_price,brand,source
B0DNYHWQP9,8,IT,BEIJUYHU Tappetino per mouse XXL speed gaming rosa animale 900x400x3mm Tappeto scrivania – XXL Mousepad – Sottomano grande dimensione – migliora la precisione e la velocità 4-6,unknown,qwerty_it,False,none,none,30.89,,BEIJUYHU,static_pool
B0DRX9YJQ2,2,UK,"Gaming Mouse Pad White, Mouse Pad Woman Gifts for Men Kids Mouse Mat 700 x 300 x 3MM with Stitched Edges, Large Extended XXL Mousepad with Anti Waterproof Slip Base, Desk Pad for Desk Keyboard G-D-I",unknown,qwerty_uk,False,none,none,14.15,,RNXAOPEN,static_pool
B0DRX9YJQ2,8,IT,"Tappeto Mouse Bianco, Tappetino Mouse Gaming Donna Accessori Scrivania Tappetino Scrivania 700x300x3mm, Base in Gomma Tappetino Gaming, Tappetino Mouse Grande Ufficio Sottomano Scrivania 9-2-U-8",unknown,qwerty_it,False,none,none,21.98,,RNXAOPEN,static_pool
B0FXNFJZK4,2,UK,Acouto Mechanical USB Keyboard With Touchpad IP68 HUB Support Wired Keyboard for Industrial Use a With Least of 0 20 Mechanical USB With TouchpadUSB Touchpad,unknown,qwerty_uk,False,none,none,39.72,,Acouto,static_pool
B0FXNFJZK4,4,FR,Acouto Clavier USB Mécanique avec pavé Tactile IP68 Prise en Charge du Clavier Filaire pour Le à Usage Industriel A avec Le Moins de 0 20 USB Mécanique avec Tactile pavé,unknown,azerty,False,none,none,43.89,,Acouto,static_pool
B0FXNFJZK4,8,IT,Acouto Tastiera USB Meccanica con Touchpad IP68 HUB SUPPORTO Tastiera Cablata per l'uso Industriale A con Meno di 0 20 USB Meccanica con Touchpadusb Touchpad,unknown,qwerty_it,False,none,none,47.79,,Acouto,static_pool
B0DJ6N9VD5,2,UK,"BEIJUYHU Mouse Pad - 800 x 300 x 3 mm Comter Mouse Mat with Anti-slip Rubber Base, Easy Gliding, Spill-Resistant Surface, Durable Materials, Portable, in a Fresh Modern Design Full Moon boat B - 9",unknown,qwerty_uk,False,none,none,15.58,,BEIJUYHU,static_pool
B0DJ6N9VD5,4,FR,"Tapis de Souris Texturé Résistant à Usure Lavable, Tapis de Souris Antidérapant, Convient pour Les Jeux, la Maison et Le Bureau, XXL Mouse Mat 800 x 300 x 3 mm Pleine Lune Bateau 7-3",unknown,azerty,False,none,none,20.99,,BEIJUYHU,static_pool
B0DJ6N9VD5,8,IT,"Gaming Mouse Pad in Tessuto, Ottimizzato per i Sensori da Gioco, Attrito Moderato, Antiscivolo, Accessori da Gioco per Mac e PC 800 x 300 x 3 mm luna piena barca 8 - M",unknown,qwerty_it,False,none,none,22.99,,BEIJUYHU,static_pool
B0DTTBJ39Y,2,UK,"Large Mouse Mat Tree XXL 27.6x11.8 inch, Gaming Mouse Pad Bridge Desk Accessories, Non Slip Waterproof Rubber Base Mouse Mats for Desk, Mousepad Washable, Mousemat with Stitched Edges for Office I-0",unknown,qwerty_uk,False,none,none,17.99,,Aynaeinn,static_pool
B0DTTBJ39Y,4,FR,"Grand Tapis de Souris XXL 700x300x3mm, Tapis de Souris Gamer Arbre avec Surface en Antidérapant Résistant à l'eau Tapis de Bureau Mouse Pad Pont, sous Main Souris à Bords Cousus pour Bureau I-0",unknown,azerty,False,none,none,22.99,,Aynaeinn,static_pool
B0DTTBJ39Y,8,IT,"Tappetino Mouse Grande Albero, 700x300x3mm XXL Tappetino Mouse Gaming Ponte, Tappetino da Ufficio Antiscivolo, Waterproof Tappetino Mouse e Tastiera, Mousepad con Bordi Cuciti per Home, Ufficio I-0",unknown,qwerty_it,False,none,none,20.99,,Aynaeinn,static_pool
B07MZRBCGS,2,UK,"Keyboard Cover for 15.6” HP 15-ef/dw/cs/db/dy 15-ef1023dx/ef1013dx/ef2127 15-dw3033dx 15-db0069wm 15-CS3076nr,HP 15t-dy/dw 15t-dy200 15t-dw300/dw200 Keyboard Skin,HP Envy x360 Protector-Gradual Blue",unknown,qwerty_uk,False,none,none,12.82,,CASEDAO,static_pool
B07MZRBCGS,4,FR,Housse de protection pour clavier pour ordinateur portable HP Envy x360 2 en 1 156 HP Pavilion x360 156 New HP Pavilion 15.6 Series 17.3 HP Envy 17 17AE 17BS 17BW Series Skin Grudual Blue,unknown,azerty,False,none,none,14.78,,CASEDAO,static_pool
B07MZRBCGS,8,IT,"Copritastiera per 2019 HP Envy x360 2-in-1 15.6"" laptop/HP Pavilion x360 15.6"" Series/New HP Pavilion serie 15.6 Inch Series/HP Envy 17 17-AE 17-BS 17-BW Series Grudual Blue",unknown,qwerty_it,False,none,none,15.52,,CASEDAO,static_pool
B0DTNZSKFJ,2,UK,"Gaming Mouse Pad Red, Mouse Pad Flower Gifts for Men Kids Mouse Mat 36 x 16 x 0.1 inch with Stitched Edges, Large Extended XXL Mousepad with Anti Waterproof Slip Base, Desk Pad for Desk Keyboard 6-X-5",unknown,qwerty_uk,False,none,none,20.53,,RNXAOPEN,static_pool
B0DTNZSKFJ,8,IT,"Tappeto Mouse Rosso, Tappetino Mouse Gaming Fiore Accessori Scrivania Tappetino Scrivania 900x400x3mm, Base in Gomma Tappetino Gaming, Adatto Tappetino Mouse Grande Ufficio Sottomano Scrivania 5-0-8-R",unknown,qwerty_it,False,none,none,30.89,,RNXAOPEN,static_pool
B0DSMF3JFH,2,UK,"Large Mouse Mat Flower XXL 35.4x15.7 inch, Gaming Mouse Pad Window Desk Accessories, Non Slip Waterproof Rubber Base Mouse Mats for Desk, Mousepad Washable, Mousemat with Stitched Edges for Office Q-0",unknown,qwerty_uk,False,none,none,27.99,,Aynaeinn,static_pool
B0DSMF3JFH,4,FR,"Grand Tapis de Souris XXL 900x400x3mm, Tapis de Souris Gamer Fleur avec Surface en Antidérapant Résistant à l'eau Tapis de Bureau Mouse Pad Fenêtre, sous Main Souris à Bords Cousus pour Bureau Q-0",unknown,azerty,False,none,none,33.99,,Aynaeinn,static_pool
B0DSMF3JFH,8,IT,"Tappetino Mouse Grande Fiore, 900x400x3mm XXL Tappetino Mouse Gaming Finestra, Tappetino da Ufficio Antiscivolo, Waterproof Tappetino Mouse e Tastiera, Mousepad con Bordi Cuciti per Home, Ufficio Q-0",unknown,qwerty_it,False,none,none,31.99,,Aynaeinn,static_pool
B073TVPDYP,2,UK,DIYthinker Keyboard Symbol E Heart Compact Makeup Pocket Mirror Portable Cute Small Hand Mirrors Gift,unknown,qwerty_uk,False,none,none,20.99,,DIYthinker,static_pool
B073TVPDYP,4,FR,DIYthinker Clavier Symbole 9 0 et Support Ovale Maquillage Compact Miroir de Poche Miroirs Mignon Petit Cadeau Portable à la Main Multicolor,unknown,azerty,False,none,none,26.0,,DIYthinker,static_pool
B073TVPDYP,8,IT,DIYthinker Regalo Tastiera Simbolo e Cuore Compatto di Trucco Tasca Specchio Portatile Carino Piccola Mano Specchi,unknown,qwerty_it,False,none,none,26.0,,DIYthinker,static_pool
B0FRYYJH2X,2,UK,CFTGIW K 800 Keyboard with Touchpad Wired Ultra Thin Compact Touch Keyboard with HUB Function Life At of Cycles 20 X the 0 L with TouchpadWired Touch KeyboardWired,unknown,qwerty_uk,False,none,none,33.79,,CFTGIW,static_pool
B0FRYYJH2X,4,FR,CFTGIW Keyboard K 800 avec Clavier Tactile Compact Ultra Mince câblé à pavé Tactile avec Une Durée de Vie du Moyeu à des Cycles 20 X Le Clavier 0 L avec,unknown,azerty,False,none,none,40.49,,CFTGIW,static_pool
B0FRYYJH2X,8,IT,CFTGIW Keyboard K 800 con Tastiera Touch Ultra Sottile Cablata Touchpad con funzionalità del Durata a Cicli 20 X Tastiera 0 L con Touch Cablata Touchpadied,unknown,qwerty_it,False,none,none,47.09,,CFTGIW,static_pool
B0FVV472YK,2,UK,"Sandyseptember AT90USB1286 Microcontroller USB AVR Development Board 2 0++ with Keyboard Mouse and ISP Interface, Compatible with for Prototyping",unknown,qwerty_uk,False,none,none,27.3,,Sandyseptember,static_pool
B0FVV472YK,4,FR,"AT90USB1286 Microcontrôleur USB AVR Carte de développement 2 0++ avec clavier, souris et interface ISP, compatible avec prototypage",unknown,azerty,False,none,none,34.58,,Sandyseptember,static_pool
B0FVV472YK,8,IT,"AT90USB1286 Microcontroller USB AVR Scheda di Sviluppo 2 0++ con Tastiera Mouse e Interfaccia ISP, Compatibile con per Prototipazione",unknown,qwerty_it,False,none,none,36.0,,Sandyseptember,static_pool
B0DK5LWR7K,2,UK,Fan Blower 0-40000RPM Rechargeable Electric Air Duster Air Blower for Cleaning Keyboard & PC,unknown,qwerty_uk,False,none,none,11.95,,YWBL-WH,static_pool
B0DK5LWR7K,4,FR,Ventilateur 0- Tr/min Souffleur D'air électrique Rechargeable pour le Nettoyage du Clavier et du PC,unknown,azerty,False,none,none,18.73,,YWBL-WH,static_pool
B000791D6E,4,FR,"Aten CS1732A commutateur écran, Clavier et Souris",unknown,azerty,False,none,none,137.87,,ATEN,static_pool
B000791D6E,8,IT,ATEN CS1732A switch per keyboard-video-mouse (kvm),unknown,qwerty_it,False,none,none,140.08,,ATEN,static_pool
B0F1XRFJDP,2,UK,"jeihenhg White large Mouse Mat Gaming, 1600x800x4mm Mouse Mat Extended, Mousepad Large Mausepad Gaming, Office desk pad, with Slip Base Desk Pad Edge, Mosuepad Waterproof Goose T-0",unknown,qwerty_uk,False,none,none,86.99,,jeihenhg,static_pool
B0F1XRFJDP,4,FR,"Blanc Mouse Pad Mat, Tapis de Souris Gaming XXL 1600x800x4mm, sous-Main Bureau Gamer, Tapis Table Joueur sans Couture Extra Large, Base antidérapante, Clavier Preuve de l'eau Oie T-0",unknown,azerty,False,none,none,88.99,,jeihenhg,static_pool
B0F1XRFJDP,8,IT,"Tappetino Mouse Gioco, XXL 1600x800x4mm Mousepad Gaming, Bianco Tappetino Scrivania con Base in Gomma Antiscivolo, Mouse Mat con Bordi Cuciti per Computer Oca, Per uso ufficio T-0",unknown,qwerty_it,False,none,none,91.99,,jeihenhg,static_pool
B0FT1RVSRR,2,UK,"Asixxsix Wireless Mouse, Rechargeable Silent RGB Backlit Bluetooth Mouse with 3 Modes BT5 0 BT3 0 2 4G, Gaming Keyboard for Laptop PC Tablet Gaming Office (Yellow Gray White)",unknown,qwerty_uk,False,none,none,26.25,,Asixxsix,static_pool
B0FT1RVSRR,4,FR,"Asixxsix Souris sans Fil, Souris Bluetooth Rechargeable silencieuse avec rétroéclairage RVB et 3 Modes BT5 0 BT3 0 2 4G, Clavier Gaming pour Ordinateur Portable, PC et Tablette (Jaune Gris Blanc)",unknown,azerty,False,none,none,35.51,,Asixxsix,static_pool
B0FT1RVSRR,8,IT,"Asixxsix Mouse Wireless, Mouse Bluetooth Retroilluminato RGB Silenzioso Ricaricabile con 3 modalità BT5 0 BT3 0 2 4G, Tastiera da Gioco per Laptop PC Tablet Office di Gioco (Giallo Grigio Bianco)",unknown,qwerty_it,False,none,none,41.41,,Asixxsix,static_pool
B0DV3L77X5,2,UK,"Gaming Mouse Pad Grey, Mouse Pad Animal Gifts for Men Kids Mouse Mat 36 x 16 x 0.1 inch with Stitched Edges, Large Extended XXL Mousepad with Anti Waterproof Slip Base Desk Pad for Desk Keyboard H-1-3",unknown,qwerty_uk,False,none,none,20.53,,RNXAOPEN,static_pool
B0DV3L77X5,8,IT,"Tappetino Tappetino Mouse XXL 900x400x3mm, Grigio Tappetino per Mouse Lavabile, Animale Tappetino Mouse Pad Accessori Gaming, con Base in Gomma Antiscivolo per Lavoro Ufficio Tappetini Mouse K-4-2-0",unknown,qwerty_it,False,none,none,30.89,,RNXAOPEN,static_pool
B0DMLM1V9Q,2,UK,"Sunset Mouse Pad 150 x 80cm Extended Large Mouse Mat Desk Pad, Stitched Edges Mousepad, Non-Slip Desk Mat, Yellow XL Gaming Mouse Pad for Office & Home P-4",unknown,qwerty_uk,False,none,none,62.99,,LUESUAYN,static_pool
B0DMLM1V9Q,4,FR,"Tapis de Souris XXL Coucher De Soleil - (1500x800x3MM) - Gaming Mouse Pad Jaune - Surface spéciale améliore la Vitesse et la précision, Base en Caoutchouc Antidérapant Tapis de Souris Gamer R-E",unknown,azerty,False,none,none,84.99,,LUESUAYN,static_pool
B0DMLM1V9Q,8,IT,"Tramonto Tappetino per mouse da gioco grande con bordi cuciti, fondo in gomma naturale antiscivolo resistente mouse pad Giallo, tappetino per scrivania per giocatori, ufficio e casa 1500x800x3mm P-K",unknown,qwerty_it,False,none,none,87.99,,LUESUAYN,static_pool
B0FVLWWJ6J,2,UK,2 0++ USB AVR Development Board with AT90USB1286 Chip Keyboard Mouse and ISP Programmer Support Compatible with Embedded Applications,unknown,qwerty_uk,False,none,none,31.09,,ZYWUOY,static_pool
B0FVLWWJ6J,4,FR,2 0++ USB AVR Carte de Développement avec Puce AT90USB1286 Clavier Souris et Programmateur ISP Support Compatible avec Applications Embedded,unknown,azerty,False,none,none,33.59,,ZYWUOY,static_pool
B0FVLWWJ6J,8,IT,2 0++ USB AVR Scheda di Sviluppo con AT90USB1286 Chip Tastiera Mouse e Programmatore ISP Supporto Compatibile con Applicazioni Embedded,unknown,qwerty_it,False,none,none,40.49,,ZYWUOY,static_pool
B089FJMCCQ,2,UK,Keyboard Symbol 9 0 Art Deco Gift Fashion Notebook Gum Cover Diary Soft Cover Journal,unknown,qwerty_uk,False,none,none,20.99,,DIYthinker,static_pool
B089FJMCCQ,4,FR,Clavier Symbole 9 0 Art Déco Cadeau Mode Carnet Gum Couverture Couverture Souple Journal,unknown,azerty,False,none,none,26.0,,DIYthinker,static_pool
B089FJMCCQ,8,IT,Tastiera Simbolo 9 0 Art Deco Regalo Moda Notebook Gum Cover Diario Soft Cover Diario,unknown,qwerty_it,False,none,none,26.0,,DIYthinker,static_pool
B08316ZX5T,2,UK,Keyboard Symbol 9 0 Self Stick Note Color Page Marker Box,unknown,qwerty_uk,False,none,none,29.99,,DIYthinker,static_pool
B08316ZX5T,4,FR,Clavier Symbole 9 0 Auto-Stick Note Couleur Marque-page Boîte,unknown,azerty,False,none,none,34.57,,DIYthinker,static_pool
B08316ZX5T,8,IT,Simbolo della tastiera 9 0 Autoadesivo Nota Colore Pagina Marker Box,unknown,qwerty_it,False,none,none,34.57,,DIYthinker,static_pool
B0DRRJ8L6M,2,UK,"Gaming Mouse Pad Pink, Mouse Pad Animal Gifts for Men Kids Mouse Mat 700 x 300 x 3MM with Stitched Edges, Large Extended XXL Mousepad with Anti Waterproof Slip Base, Desk Pad for Desk Keyboard C-M-2",unknown,qwerty_uk,False,none,none,14.15,,RNXAOPEN,static_pool
B0DRRJ8L6M,8,IT,"Tappeto Mouse Colore Rosa, Tappetino Mouse Gaming Animale Accessori Scrivania Tappetino Regalo Scrivania 700x300x3mm, Base in Gomma Tappetino Gaming, Tappetino Mouse Grande Sottomano Scrivania 3-7-1-9",unknown,qwerty_it,False,none,none,21.98,,RNXAOPEN,static_pool
B0F2S9SF9X,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F2S9SF9X,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F2S9SF9X,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F2S9SF9X,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0D1RL7RDR,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0D1RL7RDR,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0D1RL7RDR,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0D1RL7RDR,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F12VDTQL,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F12VDTQL,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F12VDTQL,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F12VDTQL,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DS51D131,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DS51D131,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DS51D131,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DS51D131,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DJ5LCD2Y,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DJ5LCD2Y,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DJ5LCD2Y,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DJ5LCD2Y,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DT5XGWYF,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DT5XGWYF,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DT5XGWYF,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DT5XGWYF,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DT5CX31C,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DT5CX31C,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DT5CX31C,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DT5CX31C,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B07F8T2GPG,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B07F8T2GPG,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B07F8T2GPG,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B07F8T2GPG,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRN9TMQ1,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRN9TMQ1,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRN9TMQ1,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRN9TMQ1,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B07D28W7R2,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B07D28W7R2,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B07D28W7R2,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B07D28W7R2,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B091HT9SJQ,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B091HT9SJQ,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B091HT9SJQ,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B091HT9SJQ,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0FJCL8NMM,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0FJCL8NMM,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0FJCL8NMM,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0FJCL8NMM,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DYJ1T8DG,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DYJ1T8DG,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DYJ1T8DG,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DYJ1T8DG,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B06XDFQM6F,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B06XDFQM6F,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B06XDFQM6F,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B06XDFQM6F,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F28R4XM4,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F28R4XM4,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F28R4XM4,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F28R4XM4,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F28QWYQL,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F28QWYQL,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F28QWYQL,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F28QWYQL,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DR48H1G6,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DR48H1G6,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DR48H1G6,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DR48H1G6,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DYZS6VLQ,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DYZS6VLQ,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DYZS6VLQ,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DYZS6VLQ,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRND83W5,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRND83W5,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRND83W5,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRND83W5,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DT3T9686,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DT3T9686,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DT3T9686,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DT3T9686,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B07FXWCJ59,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B07FXWCJ59,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B07FXWCJ59,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B07FXWCJ59,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DFTQPNDS,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DFTQPNDS,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DFTQPNDS,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DFTQPNDS,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DTYWLQQ2,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DTYWLQQ2,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DTYWLQQ2,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DTYWLQQ2,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B099K95SRN,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B099K95SRN,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B099K95SRN,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B099K95SRN,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRZWRPJ3,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRZWRPJ3,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRZWRPJ3,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRZWRPJ3,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B07C41DNT6,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B07C41DNT6,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B07C41DNT6,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B07C41DNT6,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRN7F8HC,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRN7F8HC,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRN7F8HC,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRN7F8HC,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DZGL3LF5,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DZGL3LF5,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DZGL3LF5,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DZGL3LF5,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F23PK4TN,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F23PK4TN,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F23PK4TN,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F23PK4TN,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRX8NSB6,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRX8NSB6,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRX8NSB6,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRX8NSB6,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B08XMHF681,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B08XMHF681,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B08XMHF681,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B08XMHF681,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B073QHLFNP,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B073QHLFNP,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B073QHLFNP,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B073QHLFNP,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DNYNWLDS,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DNYNWLDS,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DNYNWLDS,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DNYNWLDS,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F2SRCH4Y,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F2SRCH4Y,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F2SRCH4Y,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F2SRCH4Y,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0G653HKX7,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0G653HKX7,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0G653HKX7,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0G653HKX7,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DFTNN2WJ,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DFTNN2WJ,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DFTNN2WJ,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DFTNN2WJ,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F3HN6Z3Z,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F3HN6Z3Z,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0F3HN6Z3Z,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0F3HN6Z3Z,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DNYJ27M4,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DNYJ27M4,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DNYJ27M4,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DNYJ27M4,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0DRRJFBWT,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0DRRJFBWT,4,FR,,unknown,azerty,False,none,none,,,,static_pool
B0DRRJFBWT,8,IT,,unknown,qwerty_it,False,none,none,,,,static_pool
B0DRRJFBWT,9,ES,,unknown,qwerty_es,False,none,none,,,,static_pool
B0F3TT8M9M,2,UK,,unknown,qwerty_uk,False,none,none,,,,static_pool
B0F3TT8M9M,4,FR,,unknown,azerty,False,none,none,,,,static_pool
